0x65896b6e46c71881b9c07cc53348b3b155350bb559a8528f7d75608b58292412,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x1dfd710733b711b30f23b12aa2996e55ad1269c6b48bae5ac22093b819dc753a,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x37d7c259b08565da54731511cc8456c805e56c44e0a1a6ee2cede512d74fe184,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x3ef4ed8841305100d488deb42f515068f11ad1f13d83e93886abf4cc171a4db0,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x776cde5709e992a436fe41ad53782ff910a105c12a91e9926fdd432b19446ae6,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x73dc5b8b63d968eb32ad1d616a9c20974014b1181a70779574f9c19908681eb8,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x03c771b06e03c71633741c9a1c46045e6ac0448a97c3d180aeee6b02da2b22e3,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xa699d6da291c615a3141b6aa921ec8cdba34d1a7757878677a03076218716b92,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x0e04de622998f9691172d44221752d134bbac28128ea5154dc29723c2f5d6f63,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x9e226176c28c4b7083c2ac12e6083e3725a310bf99ddd848e65a610b6f6dcfa4,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x75dcc75c32b8ad6c13834e03db7a441f8c7913c28d122e310807b7eee471dd76,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x269b9a06d0cf344a4363c08369fa5412f5d8c872f21654c6c458a3bf175e271b,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x7545dc795d50c7c268d0d981dba45c615015347c8b8af6e920787b5a2acdfeba,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x71efddb6d334e127bc54e93e47723525ae4ce5953019756af8e9f03e4b8e6745,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xdd9b3041b086fa35181f17c1591fd3601bac1857934ee8ef775b2efe7de45004,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xc94e6e93b7e62616171bd064fdb5f53b78399b04a45de968c550a9b380a40274,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xb00e43bcec85755e91286a19a8a1118a6488c20e8fba1ef83a20e83fb9905e94,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x04ea4e6ff1b269f367ad6262b9ff1008a724e55faea5900b9da3d28c2e28bc42,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x050b7a3d2d70f1b39ad4084b4e66a8fa1a534aff1bbe9928a325bf774a8efe1d,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xb6955fa35425e1b9f864de5dec0e9e7db2a37b385f09913cbf39fcf8faf615fd,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x83985b97c3275c8582c984e1e7147f85da332ce84f760268a174a39f206e847f,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x8ff4eb7309f071ce7620a306f06c2ae11f38db380634fd2ec7ae57920e68fa16,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x67bbf39f80fdd9aaa0ba543f29adee8d9a26933ed6d5b6ba914b6fbdf22eb670,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x65ff573dc9e6bff93a8fe9d41227b8bc1ee9ed5c9a2171a10800226920c26d8e,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xfcf9acc0efb05da2b68a67d41ab9f0847129f2be61b959b9c8a56df689838a2e,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xf47d45cd411de56e5c7d3f7576ea64a3bd8b92268db0a93bbb5fe12932273003,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x690888d2536124a63d138e24e7f7bc1d3b2dba59a2e234698f78dc374afdf788,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x9657a0c4af922054afaadc83e4b69dd08590d9e87c0927e0225751316814fad6,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x471d565bae2a0ccda85314e67920310930e16540e4cf673df9aa8b43efdc755d,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xa27615368d3e5d0e1ddc9620f05197de6652591cbcdea0942f8f99a7914490db,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x1471bf2eb5cc31e078c81bed19780b8b314f6effdbcc0d08ffb90150ef714cd6,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xb7df9c4195d68ed592ce4460c842142073ff76a969f27c3cade8de5631b33330,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x50b33868c3a1b4c4d388c08a3472ce6c8ae560ebf906475da19781ce7bea6f69,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xc02255492076031bb468285febdad9ae02712bbd915118a8d4d2c847410e7929,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x1b6295712e30feb94530e99a05d3e4c2402bd6048890c115c894704ec900f925,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xe12ddaf90e337e2eb0aab46ca78e557ec908bd6381bbfd224077c9077bf601e0,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x67bbc3d09c42a7310d1ff7994a230ac78db17fc899a2462bc12a2ec1f9d50079,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x5cb9996453a9de4154fe99a874604d2c94a510c730d7215c9c12df685b89a810,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x3f18f179f2f3edb3608d53fdee8a419afa7308108b34c1587e3cb19474121d66,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x42204362aaf2bd9515ad8756d5ab9966ddb49d0dfef688168a363e61ba03c1b9,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0x3685049e3e29290a7c53c0773b10565e26b88c2f0f09a21fa18ad80086d6158e,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
0xa5264b473bb66849087d9a1006c5f2efc6f2fd9eb4f569f7896fe9325a211d03,enterMarkets,0xc2998238, 0000000000000000000000000000000000000000000000000000000000000020, 0000000000000000000000000000000000000000000000000000000000000006, 0000000000000000000000006c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e, 000000000000000000000000f5dce57282a584d2746faf1593d3121fcac444dc, 0000000000000000000000004ddc2d193948926d02f9b1fe9e1daa0718270ed5, 000000000000000000000000158079ee67fce2f58472a96584a73c7ab9ac95c1, 00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563, 000000000000000000000000b3319f5d18bc0d84dd1b4825dcde5d5f7266d407
